id,cuisine
18009,southern_us
28583,southern_us
41580,spanish
29752,cajun_creole
35687,italian
38527,southern_us
19666,southern_us
41217,chinese
28753,mexican
22659,french
21749,irish
44967,greek
42969,mexican
44883,italian
20827,southern_us
23196,french
35387,spanish
33780,irish
19001,mexican
16526,french
42455,french
47453,southern_us
42478,french
11885,vietnamese
16585,italian
29639,spanish
26245,indian
38516,korean
47520,italian
26212,mexican
23696,mexican
14926,jamaican
13292,french
27346,korean
1384,korean
15959,mexican
42297,spanish
46235,indian
21181,southern_us
9809,irish
22982,cajun_creole
23120,russian
26743,southern_us
12741,mexican
7050,italian
22437,italian
14760,italian
10649,chinese
48065,jamaican
39931,chinese
32935,italian
40142,thai
19103,indian
38267,italian
30512,italian
3324,chinese
26197,southern_us
384,filipino
47230,chinese
39748,mexican
41038,spanish
24878,mexican
42624,southern_us
45706,korean
8874,mexican
23878,italian
47234,southern_us
24075,japanese
46323,italian
22562,italian
11358,spanish
9201,japanese
38620,chinese
47638,chinese
21238,indian
11053,japanese
46602,indian
13937,mexican
21876,southern_us
20798,indian
24381,chinese
48178,cajun_creole
45832,italian
27560,vietnamese
23247,southern_us
28975,french
43230,cajun_creole
9126,spanish
13021,cajun_creole
28194,chinese
25617,mexican
36125,italian
16454,mexican
1607,chinese
38526,chinese
18755,southern_us
12035,italian
16047,italian
15419,italian
16971,indian
31459,italian
27888,british
13900,italian
12376,indian
1658,chinese
29431,italian
22290,russian
28464,italian
37953,chinese
20814,japanese
35987,italian
2329,italian
43237,italian
30647,southern_us
16675,russian
37722,irish
32438,filipino
20287,french
43296,indian
6237,filipino
48560,filipino
20810,mexican
34951,spanish
31850,korean
47745,italian
37815,vietnamese
9872,italian
5592,southern_us
27411,filipino
39320,filipino
40247,chinese
19792,mexican
40754,british
14365,mexican
14468,british
47563,mexican
19611,italian
7163,mexican
43069,southern_us
27505,chinese
36500,filipino
25932,cajun_creole
817,italian
8471,mexican
48250,southern_us
9413,mexican
12097,cajun_creole
8416,italian
5892,italian
676,french
47015,chinese
21891,italian
14630,italian
36195,filipino
25981,mexican
39964,mexican
28298,indian
31954,french
26620,brazilian
14932,french
47426,chinese
1038,italian
8077,southern_us
37141,southern_us
45447,chinese
9624,mexican
45589,southern_us
7265,mexican
31844,vietnamese
13046,italian
9867,italian
29184,british
34783,italian
2823,japanese
18932,mexican
11112,mexican
12859,thai
9365,italian
44516,southern_us
18193,mexican
46545,indian
9900,italian
14815,thai
39690,italian
22193,southern_us
11739,french
27311,japanese
36920,indian
7861,mexican
29248,mexican
43142,mexican
7574,british
8610,mexican
989,cajun_creole
46926,mexican
40816,italian
39726,mexican
42229,southern_us
10474,italian
22140,mexican
31985,indian
46165,japanese
20860,italian
42494,italian
15968,spanish
20484,irish
26661,mexican
47182,mexican
22528,french
3861,mexican
1203,southern_us
45040,japanese
33287,indian
10097,chinese
42005,southern_us
12423,italian
39613,mexican
30276,italian
18686,mexican
3031,spanish
40093,italian
182,mexican
46591,mexican
4092,chinese
13722,southern_us
44575,greek
14989,italian
13270,french
25529,italian
12140,mexican
23127,mexican
13523,italian
41270,italian
8362,thai
11735,southern_us
27935,italian
28198,mexican
37765,indian
33856,southern_us
30198,italian
42521,italian
21567,italian
36995,french
24967,thai
45002,vietnamese
48925,indian
36914,japanese
2280,southern_us
14729,southern_us
4594,southern_us
2237,mexican
45631,thai
2317,chinese
23079,southern_us
29333,chinese
48066,southern_us
15737,italian
30580,french
1119,french
46336,moroccan
5026,italian
10749,russian
31020,mexican
30805,southern_us
27653,italian
35060,italian
39174,mexican
49509,italian
31784,greek
31408,southern_us
36029,mexican
11045,british
6561,italian
26992,southern_us
31179,southern_us
35099,mexican
11018,filipino
17930,mexican
21302,italian
46352,thai
25132,russian
7010,spanish
25850,southern_us
19601,french
7935,italian
34994,indian
25113,italian
45523,filipino
34977,southern_us
7124,southern_us
