id,cuisine
18009,southern_us
28583,southern_us
41580,moroccan
29752,cajun_creole
35687,italian
38527,southern_us
19666,italian
41217,chinese
28753,indian
22659,greek
21749,jamaican
44967,jamaican
42969,vietnamese
44883,italian
20827,southern_us
23196,southern_us
35387,southern_us
33780,italian
19001,southern_us
16526,french
42455,thai
47453,mexican
42478,french
11885,vietnamese
16585,italian
29639,spanish
26245,mexican
38516,korean
47520,italian
26212,italian
23696,mexican
14926,thai
13292,mexican
27346,korean
1384,chinese
15959,cajun_creole
42297,french
46235,indian
21181,french
9809,cajun_creole
22982,cajun_creole
23120,mexican
26743,southern_us
12741,indian
7050,italian
22437,italian
14760,italian
10649,vietnamese
48065,japanese
39931,korean
32935,italian
40142,chinese
19103,indian
38267,spanish
30512,italian
3324,chinese
26197,french
384,jamaican
47230,chinese
39748,cajun_creole
41038,southern_us
24878,mexican
42624,italian
45706,vietnamese
8874,mexican
23878,italian
47234,british
24075,thai
46323,spanish
22562,italian
11358,mexican
9201,indian
38620,cajun_creole
47638,mexican
21238,indian
11053,japanese
46602,indian
13937,mexican
21876,southern_us
20798,japanese
24381,chinese
48178,italian
45832,italian
27560,korean
23247,southern_us
28975,southern_us
43230,russian
9126,british
13021,cajun_creole
28194,jamaican
25617,indian
36125,italian
16454,cajun_creole
1607,chinese
38526,jamaican
18755,southern_us
12035,italian
16047,italian
15419,italian
16971,mexican
31459,southern_us
27888,southern_us
13900,italian
12376,thai
1658,korean
29431,southern_us
22290,brazilian
28464,italian
37953,chinese
20814,mexican
35987,italian
2329,italian
43237,italian
30647,southern_us
16675,southern_us
37722,filipino
32438,vietnamese
20287,filipino
43296,indian
6237,italian
48560,korean
20810,mexican
34951,french
31850,brazilian
47745,southern_us
37815,chinese
9872,italian
5592,italian
27411,chinese
39320,french
40247,vietnamese
19792,mexican
40754,italian
14365,mexican
14468,british
47563,mexican
19611,moroccan
7163,mexican
43069,southern_us
27505,chinese
36500,brazilian
25932,cajun_creole
817,italian
8471,southern_us
48250,southern_us
9413,cajun_creole
12097,spanish
8416,cajun_creole
5892,italian
676,cajun_creole
47015,thai
21891,italian
14630,italian
36195,indian
25981,mexican
39964,french
28298,indian
31954,french
26620,japanese
14932,southern_us
47426,southern_us
1038,southern_us
8077,southern_us
37141,southern_us
45447,spanish
9624,mexican
45589,southern_us
7265,british
31844,jamaican
13046,italian
9867,southern_us
29184,italian
34783,italian
2823,chinese
18932,mexican
11112,mexican
12859,thai
9365,italian
44516,italian
18193,mexican
46545,japanese
9900,italian
14815,british
39690,italian
22193,southern_us
11739,southern_us
27311,mexican
36920,indian
7861,southern_us
29248,mexican
43142,mexican
7574,mexican
8610,mexican
989,italian
46926,mexican
40816,cajun_creole
39726,mexican
42229,french
10474,italian
22140,mexican
31985,indian
46165,japanese
20860,italian
42494,italian
15968,french
20484,chinese
26661,jamaican
47182,mexican
22528,french
3861,mexican
1203,italian
45040,italian
33287,indian
10097,filipino
42005,southern_us
12423,italian
39613,mexican
30276,italian
18686,mexican
3031,southern_us
40093,italian
182,spanish
46591,mexican
4092,chinese
13722,southern_us
44575,italian
14989,italian
13270,french
25529,italian
12140,indian
23127,mexican
13523,italian
41270,italian
8362,thai
11735,italian
27935,italian
28198,mexican
37765,indian
33856,irish
30198,japanese
42521,italian
21567,italian
36995,southern_us
24967,thai
45002,italian
48925,japanese
36914,japanese
2280,southern_us
14729,cajun_creole
4594,mexican
2237,mexican
45631,moroccan
2317,korean
23079,southern_us
29333,thai
48066,italian
15737,italian
30580,japanese
1119,french
46336,filipino
5026,italian
10749,mexican
31020,cajun_creole
30805,italian
27653,italian
35060,italian
39174,mexican
49509,italian
31784,greek
31408,moroccan
36029,mexican
11045,french
6561,mexican
26992,italian
31179,southern_us
35099,mexican
11018,cajun_creole
17930,mexican
21302,italian
46352,thai
25132,mexican
7010,mexican
25850,southern_us
19601,filipino
