id,cuisine
18009,irish
28583,southern_us
41580,thai
29752,cajun_creole
35687,italian
38527,southern_us
19666,italian
41217,cajun_creole
28753,mexican
22659,british
21749,italian
44967,greek
42969,indian
44883,italian
20827,southern_us
23196,vietnamese
35387,southern_us
33780,cajun_creole
19001,mexican
16526,moroccan
42455,cajun_creole
47453,mexican
42478,greek
11885,vietnamese
16585,italian
29639,chinese
26245,vietnamese
38516,vietnamese
47520,italian
26212,mexican
23696,mexican
14926,thai
13292,french
27346,british
1384,vietnamese
15959,mexican
42297,russian
46235,indian
21181,jamaican
9809,cajun_creole
22982,cajun_creole
23120,chinese
26743,italian
12741,japanese
7050,italian
22437,italian
14760,italian
10649,mexican
48065,russian
39931,spanish
32935,italian
40142,thai
19103,indian
38267,italian
30512,italian
3324,chinese
26197,french
384,vietnamese
47230,chinese
39748,indian
41038,french
24878,southern_us
42624,italian
45706,mexican
8874,mexican
23878,italian
47234,mexican
24075,thai
46323,italian
22562,italian
11358,thai
9201,vietnamese
38620,thai
47638,indian
21238,indian
11053,vietnamese
46602,indian
13937,mexican
21876,southern_us
20798,indian
24381,chinese
48178,spanish
45832,italian
27560,vietnamese
23247,french
28975,mexican
43230,vietnamese
9126,french
13021,korean
28194,chinese
25617,mexican
36125,italian
16454,mexican
1607,vietnamese
38526,chinese
18755,southern_us
12035,italian
16047,italian
15419,italian
16971,indian
31459,southern_us
27888,southern_us
13900,italian
12376,japanese
1658,thai
29431,southern_us
22290,indian
28464,italian
37953,vietnamese
20814,southern_us
35987,mexican
2329,italian
43237,mexican
30647,southern_us
16675,chinese
37722,italian
32438,cajun_creole
20287,filipino
43296,indian
6237,japanese
48560,korean
20810,mexican
34951,french
31850,chinese
47745,southern_us
37815,vietnamese
9872,italian
5592,italian
27411,thai
39320,southern_us
40247,vietnamese
19792,mexican
40754,spanish
14365,mexican
14468,thai
47563,mexican
19611,italian
7163,mexican
43069,french
27505,vietnamese
36500,chinese
25932,southern_us
817,italian
8471,french
48250,southern_us
9413,mexican
12097,cajun_creole
8416,southern_us
5892,italian
676,french
47015,cajun_creole
21891,italian
14630,italian
36195,japanese
25981,mexican
39964,french
28298,indian
31954,french
26620,spanish
14932,southern_us
47426,southern_us
1038,spanish
8077,southern_us
37141,southern_us
45447,spanish
9624,mexican
45589,southern_us
7265,french
31844,moroccan
13046,italian
9867,moroccan
29184,spanish
34783,italian
2823,thai
18932,mexican
11112,mexican
12859,vietnamese
9365,italian
44516,italian
18193,mexican
46545,mexican
9900,italian
14815,filipino
39690,italian
22193,southern_us
11739,russian
27311,spanish
36920,indian
7861,mexican
29248,mexican
43142,mexican
7574,mexican
8610,mexican
989,thai
46926,mexican
40816,chinese
39726,spanish
42229,southern_us
10474,italian
22140,mexican
31985,indian
46165,japanese
20860,italian
42494,italian
15968,chinese
20484,vietnamese
26661,korean
47182,mexican
22528,french
3861,irish
1203,italian
45040,spanish
33287,indian
10097,indian
42005,irish
12423,mexican
39613,mexican
30276,mexican
18686,mexican
3031,southern_us
40093,italian
182,greek
46591,mexican
4092,vietnamese
13722,southern_us
44575,greek
14989,italian
13270,southern_us
25529,italian
12140,indian
23127,mexican
13523,italian
41270,italian
8362,thai
11735,italian
27935,italian
28198,mexican
37765,japanese
33856,irish
30198,italian
42521,greek
21567,italian
36995,jamaican
24967,thai
45002,mexican
48925,southern_us
36914,italian
2280,southern_us
14729,cajun_creole
4594,french
2237,mexican
45631,jamaican
2317,chinese
23079,mexican
29333,chinese
48066,southern_us
15737,italian
30580,mexican
1119,french
46336,jamaican
5026,italian
10749,southern_us
31020,spanish
30805,italian
27653,italian
35060,italian
39174,mexican
49509,italian
31784,british
31408,southern_us
36029,mexican
11045,french
6561,southern_us
26992,southern_us
31179,southern_us
35099,mexican
11018,cajun_creole
17930,mexican
21302,french
46352,thai
25132,mexican
7010,french
25850,southern_us
19601,mexican
7935,italian
34994,indian
25113,italian
45523,italian
34977,jamaican
7124,french
27514,greek
27178,mexican
47880,spanish
29197,thai
16347,spanish
20333,irish
29112,spanish
7510,italian
13897,irish
35699,chinese
20520,mexican
38920,italian
21775,indian
37475,japanese
40131,cajun_creole
1939,mexican
48268,spanish
34815,french
13797,italian
39063,chinese
29064,vietnamese
26896,italian
29477,italian
3352,irish
4966,mexican
7316,italian
23879,vietnamese
16525,italian
32843,french
39574,indian
32737,french
44788,irish
28772,italian
34189,mexican
33719,moroccan
25846,indian
1423,indian
4328,cajun_creole
579,southern_us
5219,indian
2314,spanish
31143,italian
13409,japanese
3281,italian
15804,thai
40835,southern_us
39262,vietnamese
37013,jamaican
14807,mexican
47956,italian
2580,mexican
13720,italian
23008,spanish
5951,mexican
39312,mexican
6176,southern_us
17617,mexican
57,mexican
43422,indian
49403,british
44751,french
21865,southern_us
26584,southern_us
39355,spanish
14038,mexican
45396,filipino
49715,mexican
41515,vietnamese
30445,italian
4090,southern_us
17207,thai
40376,italian
19398,mexican
22347,vietnamese
49671,mexican
40854,italian
926,indian
47919,chinese
20571,greek
18866,french
48742,mexican
14577,italian
29481,chinese
40996,italian
