id,cuisine
18009,southern_us
28583,southern_us
41580,chinese
29752,cajun_creole
35687,italian
38527,southern_us
19666,italian
41217,french
28753,mexican
22659,cajun_creole
21749,italian
44967,greek
42969,indian
44883,italian
20827,southern_us
23196,french
35387,french
33780,french
19001,french
16526,french
42455,chinese
47453,indian
42478,spanish
11885,spanish
16585,southern_us
29639,russian
26245,mexican
38516,korean
47520,italian
26212,mexican
23696,mexican
14926,thai
13292,mexican
27346,italian
1384,southern_us
15959,mexican
42297,mexican
46235,indian
21181,southern_us
9809,cajun_creole
22982,french
23120,french
26743,southern_us
12741,japanese
7050,italian
22437,mexican
14760,italian
10649,french
48065,japanese
39931,chinese
32935,italian
40142,irish
19103,indian
38267,italian
30512,italian
3324,chinese
26197,italian
384,brazilian
47230,chinese
39748,italian
41038,chinese
24878,french
42624,mexican
45706,japanese
8874,mexican
23878,greek
47234,filipino
24075,thai
46323,spanish
22562,italian
11358,southern_us
9201,japanese
38620,thai
47638,chinese
21238,indian
11053,french
46602,indian
13937,mexican
21876,southern_us
20798,japanese
24381,spanish
48178,mexican
45832,italian
27560,chinese
23247,southern_us
28975,french
43230,cajun_creole
9126,french
13021,cajun_creole
28194,french
25617,japanese
36125,italian
16454,mexican
1607,chinese
38526,spanish
18755,greek
12035,southern_us
16047,italian
15419,italian
16971,indian
31459,southern_us
27888,jamaican
13900,italian
12376,southern_us
1658,korean
29431,southern_us
22290,southern_us
28464,italian
37953,korean
20814,japanese
35987,mexican
2329,italian
43237,mexican
30647,southern_us
16675,mexican
37722,indian
32438,southern_us
20287,spanish
43296,indian
6237,mexican
48560,korean
20810,mexican
34951,spanish
31850,italian
47745,mexican
37815,vietnamese
9872,italian
5592,italian
27411,french
39320,french
40247,vietnamese
19792,mexican
40754,italian
14365,mexican
14468,italian
47563,mexican
19611,italian
7163,mexican
43069,spanish
27505,chinese
36500,japanese
25932,french
817,italian
8471,southern_us
48250,southern_us
9413,mexican
12097,british
8416,cajun_creole
5892,italian
676,french
47015,italian
21891,italian
14630,italian
36195,french
25981,mexican
39964,irish
28298,indian
31954,french
26620,greek
14932,southern_us
47426,southern_us
1038,italian
8077,southern_us
37141,southern_us
45447,irish
9624,mexican
45589,jamaican
7265,italian
31844,cajun_creole
13046,italian
9867,southern_us
29184,japanese
34783,italian
2823,thai
18932,mexican
11112,mexican
12859,french
9365,italian
44516,mexican
18193,mexican
46545,french
9900,italian
14815,thai
39690,italian
22193,southern_us
11739,southern_us
27311,japanese
36920,indian
7861,french
29248,mexican
43142,mexican
7574,spanish
8610,mexican
989,french
46926,mexican
40816,mexican
39726,mexican
42229,french
10474,italian
22140,mexican
31985,moroccan
46165,japanese
20860,italian
42494,italian
15968,indian
20484,thai
26661,mexican
47182,mexican
22528,french
3861,spanish
1203,italian
45040,japanese
33287,indian
10097,irish
42005,japanese
12423,spanish
39613,mexican
30276,mexican
18686,mexican
3031,thai
40093,italian
182,thai
46591,mexican
4092,chinese
13722,southern_us
44575,italian
14989,italian
13270,southern_us
25529,italian
12140,indian
23127,mexican
13523,italian
41270,italian
8362,thai
11735,indian
27935,italian
28198,mexican
37765,indian
33856,french
30198,italian
42521,italian
21567,italian
36995,french
24967,thai
45002,vietnamese
48925,french
36914,indian
2280,southern_us
14729,southern_us
4594,mexican
2237,mexican
45631,indian
2317,korean
23079,mexican
29333,chinese
48066,mexican
15737,italian
30580,italian
1119,italian
46336,moroccan
5026,mexican
10749,indian
31020,mexican
30805,italian
27653,italian
35060,southern_us
39174,mexican
49509,italian
31784,french
31408,japanese
36029,japanese
11045,spanish
6561,mexican
26992,southern_us
31179,southern_us
35099,mexican
11018,chinese
17930,mexican
21302,mexican
46352,french
25132,mexican
7010,mexican
25850,southern_us
19601,chinese
7935,italian
34994,spanish
25113,italian
45523,french
34977,southern_us
7124,french
27514,greek
27178,mexican
47880,chinese
29197,chinese
16347,british
