id,cuisine
18009,southern_us
28583,southern_us
41580,filipino
29752,cajun_creole
35687,italian
38527,southern_us
19666,mexican
41217,chinese
28753,mexican
22659,french
21749,italian
44967,british
42969,indian
44883,italian
20827,southern_us
23196,french
35387,southern_us
33780,thai
19001,mexican
16526,southern_us
42455,japanese
47453,indian
42478,greek
11885,vietnamese
16585,greek
29639,spanish
26245,mexican
38516,vietnamese
47520,italian
26212,mexican
23696,mexican
14926,thai
13292,southern_us
27346,chinese
1384,chinese
15959,mexican
42297,indian
46235,chinese
21181,italian
9809,italian
22982,cajun_creole
23120,chinese
26743,italian
12741,mexican
7050,italian
22437,italian
14760,italian
10649,chinese
48065,british
39931,chinese
32935,french
40142,thai
19103,indian
38267,italian
30512,italian
3324,chinese
26197,italian
384,chinese
47230,chinese
39748,japanese
41038,spanish
24878,southern_us
42624,mexican
45706,mexican
8874,mexican
23878,italian
47234,mexican
24075,vietnamese
46323,italian
22562,italian
11358,french
9201,japanese
38620,russian
47638,chinese
21238,indian
11053,japanese
46602,indian
13937,mexican
21876,italian
20798,russian
24381,chinese
48178,filipino
45832,italian
27560,vietnamese
23247,southern_us
28975,french
43230,thai
9126,filipino
13021,indian
28194,chinese
25617,indian
36125,italian
16454,mexican
1607,chinese
38526,russian
18755,southern_us
12035,italian
16047,italian
15419,italian
16971,indian
31459,southern_us
27888,greek
13900,italian
12376,thai
1658,korean
29431,french
22290,southern_us
28464,italian
37953,japanese
20814,italian
35987,mexican
2329,italian
43237,italian
30647,southern_us
16675,thai
37722,indian
32438,japanese
20287,thai
43296,indian
6237,italian
48560,korean
20810,mexican
34951,french
31850,chinese
47745,italian
37815,vietnamese
9872,italian
5592,italian
27411,vietnamese
39320,greek
40247,japanese
19792,mexican
40754,french
14365,mexican
14468,french
47563,mexican
19611,italian
7163,mexican
43069,irish
27505,chinese
36500,japanese
25932,indian
817,italian
8471,french
48250,southern_us
9413,italian
12097,indian
8416,italian
5892,italian
676,french
47015,chinese
21891,italian
14630,italian
36195,chinese
25981,mexican
39964,italian
28298,indian
31954,french
26620,italian
14932,southern_us
47426,indian
1038,italian
8077,southern_us
37141,southern_us
45447,spanish
9624,mexican
45589,southern_us
7265,irish
31844,mexican
13046,italian
9867,italian
29184,greek
34783,italian
2823,vietnamese
18932,mexican
11112,mexican
12859,mexican
9365,italian
44516,italian
18193,mexican
46545,italian
9900,mexican
14815,thai
39690,italian
22193,southern_us
11739,chinese
27311,chinese
36920,indian
7861,italian
29248,italian
43142,mexican
7574,indian
8610,mexican
989,italian
46926,vietnamese
40816,chinese
39726,chinese
42229,southern_us
10474,italian
22140,mexican
31985,indian
46165,japanese
20860,italian
42494,italian
15968,italian
20484,southern_us
26661,indian
47182,mexican
22528,french
3861,thai
1203,greek
45040,italian
33287,indian
10097,chinese
42005,italian
12423,italian
39613,mexican
30276,italian
18686,mexican
3031,british
40093,italian
182,vietnamese
46591,mexican
4092,vietnamese
13722,southern_us
44575,italian
14989,italian
13270,chinese
25529,italian
12140,indian
23127,mexican
13523,italian
41270,italian
8362,thai
11735,italian
27935,italian
28198,mexican
37765,indian
33856,french
30198,italian
42521,italian
21567,italian
36995,brazilian
24967,thai
45002,thai
48925,chinese
36914,jamaican
2280,southern_us
14729,indian
4594,cajun_creole
2237,mexican
45631,moroccan
2317,korean
23079,southern_us
29333,chinese
48066,italian
15737,italian
30580,italian
1119,filipino
46336,indian
5026,mexican
10749,indian
31020,mexican
30805,italian
27653,korean
35060,italian
39174,mexican
49509,italian
31784,indian
31408,french
36029,korean
11045,french
6561,italian
26992,thai
31179,southern_us
35099,mexican
11018,japanese
17930,mexican
21302,mexican
46352,thai
25132,indian
7010,thai
25850,southern_us
19601,vietnamese
7935,italian
34994,vietnamese
25113,french
45523,italian
34977,french
7124,southern_us
27514,italian
27178,mexican
47880,chinese
29197,japanese
16347,mexican
20333,italian
