id,cuisine
18009,southern_us
28583,southern_us
41580,irish
29752,cajun_creole
35687,italian
38527,southern_us
19666,french
41217,korean
28753,mexican
22659,indian
21749,italian
44967,italian
42969,korean
44883,italian
20827,southern_us
23196,vietnamese
35387,southern_us
33780,mexican
19001,mexican
16526,vietnamese
42455,korean
47453,southern_us
42478,spanish
11885,chinese
16585,italian
29639,thai
26245,thai
38516,korean
47520,italian
26212,italian
23696,mexican
14926,vietnamese
13292,mexican
27346,korean
1384,japanese
15959,mexican
42297,vietnamese
46235,indian
21181,japanese
9809,french
22982,cajun_creole
23120,chinese
26743,mexican
12741,british
7050,italian
22437,italian
14760,italian
10649,indian
48065,korean
39931,chinese
32935,cajun_creole
40142,thai
19103,indian
38267,thai
30512,italian
3324,chinese
26197,italian
384,vietnamese
47230,chinese
39748,spanish
41038,irish
24878,vietnamese
42624,italian
45706,jamaican
8874,mexican
23878,italian
47234,filipino
24075,vietnamese
46323,british
22562,italian
11358,british
9201,moroccan
38620,japanese
47638,vietnamese
21238,indian
11053,indian
46602,indian
13937,mexican
21876,southern_us
20798,moroccan
24381,chinese
48178,mexican
45832,italian
27560,chinese
23247,italian
28975,thai
43230,vietnamese
9126,italian
13021,cajun_creole
28194,chinese
25617,mexican
36125,italian
16454,italian
1607,chinese
38526,mexican
18755,southern_us
12035,italian
16047,italian
15419,italian
16971,indian
31459,southern_us
27888,french
13900,italian
12376,southern_us
1658,chinese
29431,cajun_creole
22290,southern_us
28464,italian
37953,chinese
20814,japanese
35987,mexican
2329,italian
43237,mexican
30647,southern_us
16675,mexican
37722,italian
32438,vietnamese
20287,thai
43296,indian
6237,thai
48560,italian
20810,mexican
34951,italian
31850,italian
47745,southern_us
37815,vietnamese
9872,italian
5592,italian
27411,mexican
39320,indian
40247,southern_us
19792,mexican
40754,italian
14365,mexican
14468,spanish
47563,mexican
19611,italian
7163,mexican
43069,thai
27505,chinese
36500,chinese
25932,mexican
817,italian
8471,mexican
48250,southern_us
9413,mexican
12097,cajun_creole
8416,southern_us
5892,italian
676,french
47015,chinese
21891,italian
14630,greek
36195,japanese
25981,mexican
39964,french
28298,indian
31954,french
26620,italian
14932,jamaican
47426,vietnamese
1038,italian
8077,indian
37141,southern_us
45447,spanish
9624,mexican
45589,indian
7265,italian
31844,japanese
13046,italian
9867,italian
29184,british
34783,italian
2823,vietnamese
18932,mexican
11112,mexican
12859,southern_us
9365,italian
44516,italian
18193,mexican
46545,italian
9900,italian
14815,thai
39690,italian
22193,southern_us
11739,indian
27311,southern_us
36920,british
7861,italian
29248,southern_us
43142,mexican
7574,mexican
8610,mexican
989,korean
46926,japanese
40816,japanese
39726,thai
42229,southern_us
10474,italian
22140,mexican
31985,indian
46165,japanese
20860,italian
42494,italian
15968,italian
20484,vietnamese
26661,korean
47182,italian
22528,french
3861,moroccan
1203,italian
45040,irish
33287,mexican
10097,chinese
42005,mexican
12423,mexican
39613,mexican
30276,italian
18686,mexican
3031,mexican
40093,italian
182,vietnamese
46591,mexican
4092,chinese
13722,southern_us
44575,italian
14989,italian
13270,vietnamese
25529,italian
12140,indian
23127,brazilian
13523,italian
41270,italian
8362,thai
11735,italian
27935,italian
28198,mexican
37765,southern_us
33856,italian
30198,italian
42521,spanish
21567,italian
36995,vietnamese
24967,thai
45002,mexican
48925,southern_us
36914,indian
2280,southern_us
14729,italian
4594,mexican
2237,mexican
45631,indian
2317,korean
23079,mexican
29333,chinese
48066,mexican
15737,italian
30580,mexican
1119,french
46336,moroccan
5026,italian
10749,thai
31020,british
30805,italian
27653,korean
35060,mexican
39174,mexican
49509,italian
31784,jamaican
31408,filipino
36029,moroccan
11045,italian
6561,mexican
26992,thai
31179,southern_us
35099,mexican
11018,korean
17930,mexican
21302,italian
46352,thai
25132,mexican
7010,mexican
25850,southern_us
19601,vietnamese
7935,italian
34994,irish
25113,vietnamese
45523,southern_us
